seq	kingdom	phylum	class	order	family	genus	species
seq_7485	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7492	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria ananassa
seq_7518	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	NA	NA
seq_7520	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica nigra
seq_7522	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7550	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7552	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7554	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis vinealis
seq_7559	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum sp.
seq_7567	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia	Moehringia trinervia
seq_7576	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex remota
seq_7587	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	Eleocharis mamillata
seq_7597	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	Bromus racemosus
seq_7600	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla glabra
seq_7616	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7627	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum spicatum
seq_7631	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Caltha	Caltha palustris
seq_7645	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Microlejeunea	Microlejeunea capillaris
seq_7662	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	NA	NA
seq_7665	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	Leucanthemum sp.
seq_7669	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7677	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Calluna	Calluna vulgaris
seq_7688	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7694	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7702	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	Anemone nemorosa
seq_7705	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trigonella	Trigonella foenum-graecum
seq_7708	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aethusa	Aethusa cynapium
seq_7710	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia nummularia
seq_7711	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Larix	Larix sp.
seq_7715	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_7719	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium album
seq_7725	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Heuchera	Heuchera sp.
seq_7726	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Gemmabryum	Gemmabryum sauteri
seq_7729	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium micranthum
seq_7732	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Cnidiocarpa	Cnidiocarpa alaica
seq_7761	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	Myosotis laxa
seq_7762	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronicastrum	Veronicastrum virginicum
seq_7793	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_7815	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Pilopogon	Pilopogon laevis
seq_7816	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum sp.
seq_7840	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis capillaris
