seq	kingdom	phylum	class	order	family	genus	species
seq_21944	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Ptychostomum	Ptychostomum pallens
seq_22004	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia	Moehringia trinervia
seq_22010	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca ovina
seq_22015	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum	Verbascum nigrum
seq_22044	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus syriacus
seq_22141	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	Nymphaea lotus
seq_22303	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	Oxalis acetosella
seq_22347	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria vesca
seq_22387	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Melica	Melica sp.
seq_22389	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum alaskanum
seq_22417	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Eragrostis	Eragrostis sp.
seq_22478	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus sp.
seq_22511	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium sp.
seq_22541	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ononis	Ononis spinosa
seq_22570	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus acutiflorus
seq_22582	Plantae	Tracheophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra alata
seq_22594	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia cyparissias
seq_22662	Plantae	Bryophyta	Bryopsida	Hypnales	Leskeaceae	Leskea	Leskea polycarpa
seq_22674	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	Digitaria ischaemum
seq_22781	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium odoratum
seq_22861	Plantae	Bryophyta	Bryopsida	Hypnales	Pylaisiaceae	Homomallium	Homomallium incurvatum
seq_22932	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum aureum
seq_22939	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus
seq_23045	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica nigra
seq_23098	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avenella	Avenella flexuosa
seq_23169	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fagopyrum	Fagopyrum tataricum
seq_23178	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Achnatherum	Achnatherum calamagrostis
seq_23265	Plantae	Bryophyta	Bryopsida	Hypnales	Cryphaeaceae	Cryphaea	Cryphaea heteromalla
seq_23449	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus domestica
seq_23599	Plantae	Bryophyta	Bryopsida	Pottiales	Ephemeraceae	Ephemerum	Ephemerum serratum
seq_23604	Plantae	Tracheophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra lomatolepis
seq_23625	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Petroselinum	Petroselinum crispum
seq_23669	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Nardus	Nardus stricta
seq_23761	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum	Ligustrum ovalifolium
seq_23791	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Caltha	Caltha palustris
seq_23924	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis blattarioides
seq_23934	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea collina
seq_24030	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Geheebia	Geheebia spadicea
seq_24092	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
